Country,Country,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
St. Vincent and the Grenadines,Saint Vincent and the Grenadines,97.6,97.22,96.84,96.46,96.08,95.7,95.04,94.38,93.72,93.06,92.4,91.42,90.44,89.46,88.48,87.5,86.24,84.98,83.72,82.46,81.2,79.88,78.56,77.24,75.92,74.6,73.04,71.48,69.92,68.36,66.8,65.72,64.64,63.56,62.48,61.4,60.46,59.52,58.58,57.64,56.7,55.42,54.14,52.86,51.58,50.3,49.0,47.7,46.4,45.1,43.8,42.52,41.24,39.96,38.68,37.4
Samoa,Samoa,97.6,97.28,96.96,96.64,96.32,96.0,95.56,95.12,94.68,94.24,93.8,93.1,92.4,91.7,91.0,90.3,89.16,88.02,86.88,85.74,84.6,83.86,83.12,82.38,81.64,80.9,79.96,79.02,78.08,77.14,76.2,75.9,75.6,75.3,75.0,74.7,75.04,75.38,75.72,76.06,76.4,74.78,73.16,71.54,69.92,68.3,66.66,65.02,63.38,61.74,60.1,58.46,56.82,55.18,53.54,51.9
Sao Tome and Principe,Sao Tome and Principe,99.9,99.94,99.98,100.02,100.06,100.1,100.06,100.02,99.98,99.94,99.9,99.9,99.9,99.9,99.9,99.9,99.86,99.82,99.78,99.74,99.7,99.58,99.46,99.34,99.22,99.1,98.98,98.86,98.74,98.62,98.5,98.4,98.3,98.2,98.1,98.0,97.68,97.36,97.04,96.72,96.4,96.4,96.4,96.4,96.4,96.4,95.6,94.8,94.0,93.2,92.4,91.94,91.48,91.02,90.56,90.1
Saudi Arabia,Saudi Arabia,99.8,99.8,99.8,99.8,99.8,99.8,99.68,99.56,99.44,99.32,99.2,98.94,98.68,98.42,98.16,97.9,97.4,96.9,96.4,95.9,95.4,94.38,93.36,92.34,91.32,90.3,88.42,86.54,84.66,82.78,80.9,77.92,74.94,71.96,68.98,66.0,62.98,59.96,56.94,53.92,50.9,48.64,46.38,44.12,41.86,39.6,38.54,37.48,36.42,35.36,34.3,33.2,32.1,31.0,29.9,28.8
Senegal,Senegal,99.9,99.9,99.9,99.9,99.9,99.9,99.84,99.78,99.72,99.66,99.6,99.52,99.44,99.36,99.28,99.2,99.06,98.92,98.78,98.64,98.5,98.38,98.26,98.14,98.02,97.9,97.78,97.66,97.54,97.42,97.3,97.16,97.02,96.88,96.74,96.6,96.48,96.36,96.24,96.12,96.0,95.36,94.72,94.08,93.44,92.8,92.18,91.56,90.94,90.32,89.7,89.1,88.5,87.9,87.3,86.7
Serbia,Serbia,72.8,70.38,67.96,65.54,63.12,60.7,58.62,56.54,54.46,52.38,50.3,49.26,48.22,47.18,46.14,45.1,44.28,43.46,42.64,41.82,41.0,40.4,39.8,39.2,38.6,38.0,37.42,36.84,36.26,35.68,35.1,34.34,33.58,32.82,32.06,31.3,30.66,30.02,29.38,28.74,28.1,27.64,27.18,26.72,26.26,25.8,25.7,25.6,25.5,25.4,25.3,23.76,22.22,20.68,19.14,17.6
Seychelles,Seychelles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.62,11.24,16.86,22.48,28.1
Sierra Leone,Sierra Leone,99.9,99.9,99.9,99.9,99.9,99.9,99.88,99.86,99.84,99.82,99.8,99.74,99.68,99.62,99.56,99.5,99.38,99.26,99.14,99.02,98.9,98.72,98.54,98.36,98.18,98.0,97.78,97.56,97.34,97.12,96.9,96.7,96.5,96.3,96.1,95.9,95.68,95.46,95.24,95.02,94.8,94.38,93.96,93.54,93.12,92.7,91.98,91.26,90.54,89.82,89.1,88.4,87.7,87.0,86.3,85.6
Singapore,Singapore,95.0,93.56,92.12,90.68,89.24,87.8,85.34,82.88,80.42,77.96,75.5,72.72,69.94,67.16,64.38,61.6,58.98,56.36,53.74,51.12,48.5,45.98,43.46,40.94,38.42,35.9,33.56,31.22,28.88,26.54,24.2,22.6,21.0,19.4,17.8,16.2,15.12,14.04,12.96,11.88,10.8,10.1,9.4,8.7,8.0,7.3,6.96,6.62,6.28,5.94,5.6,5.28,4.96,4.64,4.32,4.0
Slovak Republic,Slovakia,50.9,49.92,48.94,47.96,46.98,46.0,45.18,44.36,43.54,42.72,41.9,40.92,39.94,38.96,37.98,37.0,35.86,34.72,33.58,32.44,31.3,30.6,29.9,29.2,28.5,27.8,27.38,26.96,26.54,26.12,25.7,25.38,25.06,24.74,24.42,24.1,23.76,23.42,23.08,22.74,22.4,22.14,21.88,21.62,21.36,21.1,21.58,22.06,22.54,23.02,23.5,21.98,20.46,18.94,17.42,15.9
Slovenia,Slovenia,44.7,44.44,44.18,43.92,43.66,43.4,43.54,43.68,43.82,43.96,44.1,43.88,43.66,43.44,43.22,43.0,41.5,40.0,38.5,37.0,35.5,33.62,31.74,29.86,27.98,26.1,25.06,24.02,22.98,21.94,20.9,20.62,20.34,20.06,19.78,19.5,18.86,18.22,17.58,16.94,16.3,15.8,15.3,14.8,14.3,13.8,13.48,13.16,12.84,12.52,12.2,12.0,11.8,11.6,11.4,11.2
Solomon Islands,Solomon Islands,99.4,99.22,99.04,98.86,98.68,98.5,98.22,97.94,97.66,97.38,97.1,97.24,97.38,97.52,97.66,97.8,97.98,98.16,98.34,98.52,98.7,98.48,98.26,98.04,97.82,97.6,97.06,96.52,95.98,95.44,94.9,94.26,93.62,92.98,92.34,91.7,91.02,90.34,89.66,88.98,88.3,86.94,85.58,84.22,82.86,81.5,80.8,80.1,79.4,78.7,78.0,76.86,75.72,74.58,73.44,72.3
Somalia,Somalia,99.9,99.86,99.82,99.78,99.74,99.7,99.66,99.62,99.58,99.54,99.5,99.4,99.3,99.2,99.1,99.0,98.88,98.76,98.64,98.52,98.4,98.12,97.84,97.56,97.28,97.0,96.94,96.88,96.82,96.76,96.7,96.92,97.14,97.36,97.58,97.8,97.82,97.84,97.86,97.88,97.9,97.76,97.62,97.48,97.34,97.2,96.6,96.0,95.4,94.8,94.2,93.62,93.04,92.46,91.88,91.3
South Africa,South Africa,95.0,94.7,94.4,94.1,93.8,93.5,93.2,92.9,92.6,92.3,92.0,91.48,90.96,90.44,89.92,89.4,88.62,87.84,87.06,86.28,85.5,84.36,83.22,82.08,80.94,79.8,78.5,77.2,75.9,74.6,73.3,72.2,71.1,70.0,68.9,67.8,66.88,65.96,65.04,64.12,63.2,62.24,61.28,60.32,59.36,58.4,57.68,56.96,56.24,55.52,54.8,52.58,50.36,48.14,45.92,43.7
South Sudan,South Sudan,99.9,99.9,99.9,99.9,99.9,99.9,99.88,99.86,99.84,99.82,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.74,99.68,99.62,99.56,99.5,99.46,99.42,99.38,99.34,99.3,99.18,99.06,98.94,98.82,98.7,98.5,98.3,98.1,97.9,97.7,97.18,96.66,96.14,95.62,95.1,94.02,92.94,91.86,90.78,89.7,88.48,87.26,86.04,84.82,83.6
Spain,Spain,90.2,89.18,88.16,87.14,86.12,85.1,83.82,82.54,81.26,79.98,78.7,77.48,76.26,75.04,73.82,72.6,71.58,70.56,69.54,68.52,67.5,66.56,65.62,64.68,63.74,62.8,61.72,60.64,59.56,58.48,57.4,56.3,55.2,54.1,53.0,51.9,50.96,50.02,49.08,48.14,47.2,46.3,45.4,44.5,43.6,42.7,41.8,40.9,40.0,39.1,38.2,36.18,34.16,32.14,30.12,28.1
Sri Lanka,Sri Lanka,94.6,93.92,93.24,92.56,91.88,91.2,90.22,89.24,88.26,87.28,86.3,85.1,83.9,82.7,81.5,80.3,79.04,77.78,76.52,75.26,74.0,72.8,71.6,70.4,69.2,68.0,66.68,65.36,64.04,62.72,61.4,60.02,58.64,57.26,55.88,54.5,53.18,51.86,50.54,49.22,47.9,46.78,45.66,44.54,43.42,42.3,41.12,39.94,38.76,37.58,36.4,35.24,34.08,32.92,31.76,30.6
Sudan,Sudan,99.9,99.92,99.94,99.96,99.98,100.0,99.98,99.96,99.94,99.92,99.9,99.88,99.86,99.84,99.82,99.8,99.74,99.68,99.62,99.56,99.5,99.2,98.9,98.6,98.3,98.0,97.5,97.0,96.5,96.0,95.5,94.74,93.98,93.22,92.46,91.7,90.62,89.54,88.46,87.38,86.3,85.02,83.74,82.46,81.18,79.9,78.88,77.86,76.84,75.82,74.8,72.66,70.52,68.38,66.24,64.1
Suriname,Suriname,97.7,97.54,97.38,97.22,97.06,96.9,96.54,96.18,95.82,95.46,95.1,94.6,94.1,93.6,93.1,92.6,91.62,90.64,89.66,88.68,87.7,86.42,85.14,83.86,82.58,81.3,80.28,79.26,78.24,77.22,76.2,75.72,75.24,74.76,74.28,73.8,72.88,71.96,71.04,70.12,69.2,68.36,67.52,66.68,65.84,65.0,64.08,63.16,62.24,61.32,60.4,59.54,58.68,57.82,56.96,56.1
Eswatini,Swaziland,99.8,99.7,99.6,99.5,99.4,99.3,99.0,98.7,98.4,98.1,97.8,97.38,96.96,96.54,96.12,95.7,95.02,94.34,93.66,92.98,92.3,91.66,91.02,90.38,89.74,89.1,88.56,88.02,87.48,86.94,86.4,85.74,85.08,84.42,83.76,83.1,82.56,82.02,81.48,80.94,80.4,80.52,80.64,80.76,80.88,81.0,78.46,75.92,73.38,70.84,68.3,65.78,63.26,60.74,58.22,55.7
Sweden,Sweden,55.3,53.42,51.54,49.66,47.78,45.9,44.36,42.82,41.28,39.74,38.2,37.38,36.56,35.74,34.92,34.1,33.4,32.7,32.0,31.3,30.6,30.2,29.8,29.4,29.0,28.6,28.34,28.08,27.82,27.56,27.3,26.98,26.66,26.34,26.02,25.7,25.2,24.7,24.2,23.7,23.2,22.64,22.08,21.52,20.96,20.4,19.82,19.24,18.66,18.08,17.5,17.18,16.86,16.54,16.22,15.9
Switzerland,Switzerland,57.4,56.72,56.04,55.36,54.68,54.0,53.18,52.36,51.54,50.72,49.9,48.92,47.94,46.96,45.98,45.0,43.9,42.8,41.7,40.6,39.5,38.52,37.54,36.56,35.58,34.6,33.74,32.88,32.02,31.16,30.3,29.62,28.94,28.26,27.58,26.9,26.24,25.58,24.92,24.26,23.6,22.88,22.16,21.44,20.72,20.0,19.42,18.84,18.26,17.68,17.1,17.06,17.02,16.98,16.94,16.9
Syria,Syrian Arab Republic,99.9,99.9,99.9,99.9,99.9,99.9,99.82,99.74,99.66,99.58,99.5,99.42,99.34,99.26,99.18,99.1,98.82,98.54,98.26,97.98,97.7,97.2,96.7,96.2,95.7,95.2,94.46,93.72,92.98,92.24,91.5,90.66,89.82,88.98,88.14,87.3,86.44,85.58,84.72,83.86,83.0,82.32,81.64,80.96,80.28,79.6,78.0,76.4,74.8,73.2,71.6,70.02,68.44,66.86,65.28,63.7
Taiwan,Taiwan Province of China,96.2,95.06,93.92,92.78,91.64,90.5,88.72,86.94,85.16,83.38,81.6,79.34,77.08,74.82,72.56,70.3,66.78,63.26,59.74,56.22,52.7,49.3,45.9,42.5,39.1,35.7,32.82,29.94,27.06,24.18,21.3,19.86,18.42,16.98,15.54,14.1,13.74,13.38,13.02,12.66,12.3,11.64,10.98,10.32,9.66,9.0,8.1,7.2,6.3,5.4,4.5,4.26,4.02,3.78,3.54,3.3
Tajikistan,Tajikistan,71.2,68.36,65.52,62.68,59.84,57.0,54.34,51.68,49.02,46.36,43.7,42.4,41.1,39.8,38.5,37.2,36.34,35.48,34.62,33.76,32.9,32.06,31.22,30.38,29.54,28.7,27.92,27.14,26.36,25.58,24.8,24.0,23.2,22.4,21.6,20.8,20.14,19.48,18.82,18.16,17.5,16.8,16.1,15.4,14.7,14.0,13.3,12.6,11.9,11.2,10.5,9.82,9.14,8.46,7.78,7.1
Thailand,Thailand,99.0,98.88,98.76,98.64,98.52,98.4,98.24,98.08,97.92,97.76,97.6,97.12,96.64,96.16,95.68,95.2,94.14,93.08,92.02,90.96,89.9,88.46,87.02,85.58,84.14,82.7,81.08,79.46,77.84,76.22,74.6,72.16,69.72,67.28,64.84,62.4,59.6,56.8,54.0,51.2,48.4,46.74,45.08,43.42,41.76,40.1,39.32,38.54,37.76,36.98,36.2,34.82,33.44,32.06,30.68,29.3
North Macedonia,The former Yugoslav Republic of Macedonia,97.7,96.7,95.7,94.7,93.7,92.7,90.7,88.7,86.7,84.7,82.7,80.24,77.78,75.32,72.86,70.4,68.14,65.88,63.62,61.36,59.1,57.48,55.86,54.24,52.62,51.0,49.96,48.92,47.88,46.84,45.8,45.96,46.12,46.28,46.44,46.6,46.32,46.04,45.76,45.48,45.2,43.2,41.2,39.2,37.2,35.2,33.7,32.2,30.7,29.2,27.7,26.74,25.78,24.82,23.86,22.9
Timor-Leste,Timor-Leste,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.88,99.86,99.84,99.82,99.8,99.76,99.72,99.68,99.64,99.6,99.4,99.2,99.0,98.8,98.6,97.86,97.12,96.38,95.64,94.9,93.52,92.14,90.76,89.38,88.0,86.2,84.4,82.6,80.8,79.0,76.5,74.0,71.5,69.0,66.5,63.82,61.14,58.46,55.78,53.1,51.62,50.14,48.66,47.18,45.7
Togo,Togo,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.96,99.92,99.88,99.84,99.8,99.68,99.56,99.44,99.32,99.2,99.06,98.92,98.78,98.64,98.5,98.44,98.38,98.32,98.26,98.2,98.12,98.04,97.96,97.88,97.8,97.64,97.48,97.32,97.16,97.0,96.8,96.6,96.4,96.2,96.0,95.56,95.12,94.68,94.24,93.8,92.66,91.52,90.38,89.24,88.1
Tonga,Tonga,97.6,97.34,97.08,96.82,96.56,96.3,95.9,95.5,95.1,94.7,94.3,93.76,93.22,92.68,92.14,91.6,90.98,90.36,89.74,89.12,88.5,87.54,86.58,85.62,84.66,83.7,82.28,80.86,79.44,78.02,76.6,75.24,73.88,72.52,71.16,69.8,69.1,68.4,67.7,67.0,66.3,66.58,66.86,67.14,67.42,67.7,66.02,64.34,62.66,60.98,59.3,57.6,55.9,54.2,52.5,50.8
Trinidad and Tobago,Trinidad and Tobago,97.2,96.46,95.72,94.98,94.24,93.5,92.3,91.1,89.9,88.7,87.5,86.06,84.62,83.18,81.74,80.3,78.8,77.3,75.8,74.3,72.8,70.96,69.12,67.28,65.44,63.6,61.78,59.96,58.14,56.32,54.5,53.04,51.58,50.12,48.66,47.2,46.02,44.84,43.66,42.48,41.3,40.18,39.06,37.94,36.82,35.7,34.7,33.7,32.7,31.7,30.7,29.44,28.18,26.92,25.66,24.4
Tunisia,Tunisia,99.9,99.88,99.86,99.84,99.82,99.8,99.68,99.56,99.44,99.32,99.2,99.04,98.88,98.72,98.56,98.4,98.14,97.88,97.62,97.36,97.1,96.64,96.18,95.72,95.26,94.8,94.1,93.4,92.7,92.0,91.3,90.42,89.54,88.66,87.78,86.9,85.7,84.5,83.3,82.1,80.9,78.52,76.14,73.76,71.38,69.0,65.82,62.64,59.46,56.28,53.1,51.42,49.74,48.06,46.38,44.7
Turkey,Turkey,98.9,98.76,98.62,98.48,98.34,98.2,98.0,97.8,97.6,97.4,97.2,96.74,96.28,95.82,95.36,94.9,94.06,93.22,92.38,91.54,90.7,89.5,88.3,87.1,85.9,84.7,82.98,81.26,79.54,77.82,76.1,74.64,73.18,71.72,70.26,68.8,67.74,66.68,65.62,64.56,63.5,62.74,61.98,61.22,60.46,59.7,57.82,55.94,54.06,52.18,50.3,48.46,46.62,44.78,42.94,41.1
Turkmenistan,Turkmenistan,55.6,53.24,50.88,48.52,46.16,43.8,41.0,38.2,35.4,32.6,29.8,28.62,27.44,26.26,25.08,23.9,22.74,21.58,20.42,19.26,18.1,17.14,16.18,15.22,14.26,13.3,12.66,12.02,11.38,10.74,10.1,9.56,9.02,8.48,7.94,7.4,7.16,6.92,6.68,6.44,6.2,5.94,5.68,5.42,5.16,4.9,4.68,4.46,4.24,4.02,3.8,3.56,3.32,3.08,2.84,2.6
Uganda,Uganda,99.9,99.9,99.9,99.9,99.9,99.9,99.88,99.86,99.84,99.82,99.8,99.76,99.72,99.68,99.64,99.6,99.54,99.48,99.42,99.36,99.3,99.24,99.18,99.12,99.06,99.0,98.92,98.84,98.76,98.68,98.6,98.44,98.28,98.12,97.96,97.8,97.7,97.6,97.5,97.4,97.3,96.68,96.06,95.44,94.82,94.2,93.56,92.92,92.28,91.64,91.0,90.4,89.8,89.2,88.6,88.0
Ukraine,Ukraine,51.5,48.9,46.3,43.7,41.1,38.5,37.18,35.86,34.54,33.22,31.9,31.58,31.26,30.94,30.62,30.3,29.96,29.62,29.28,28.94,28.6,28.26,27.92,27.58,27.24,26.9,26.5,26.1,25.7,25.3,24.9,24.44,23.98,23.52,23.06,22.6,22.14,21.68,21.22,20.76,20.3,19.48,18.66,17.84,17.02,16.2,15.42,14.64,13.86,13.08,12.3,11.52,10.74,9.96,9.18,8.4
United Arab Emirates,United Arab Emirates,97.9,97.04,96.18,95.32,94.46,93.6,92.1,90.6,89.1,87.6,86.1,84.32,82.54,80.76,78.98,77.2,75.3,73.4,71.5,69.6,67.7,65.48,63.26,61.04,58.82,56.6,54.88,53.16,51.44,49.72,48.0,46.96,45.92,44.88,43.84,42.8,42.08,41.36,40.64,39.92,39.2,37.74,36.28,34.82,33.36,31.9,30.72,29.54,28.36,27.18,26.0,24.82,23.64,22.46,21.28,20.1
United Kingdom,United Kingdom of Great Britain and Northern Ireland,65.0,63.68,62.36,61.04,59.72,58.4,57.82,57.24,56.66,56.08,55.5,54.88,54.26,53.64,53.02,52.4,51.58,50.76,49.94,49.12,48.3,47.12,45.94,44.76,43.58,42.4,41.1,39.8,38.5,37.2,35.9,34.86,33.82,32.78,31.74,30.7,30.16,29.62,29.08,28.54,28.0,27.56,27.12,26.68,26.24,25.8,25.02,24.24,23.46,22.68,21.9,20.94,19.98,19.02,18.06,17.1
Tanzania,United Republic of Tanzania,100.0,100.0,100.0,100.0,100.0,100.0,99.98,99.96,99.94,99.92,99.9,99.88,99.86,99.84,99.82,99.8,99.74,99.68,99.62,99.56,99.5,99.44,99.38,99.32,99.26,99.2,99.14,99.08,99.02,98.96,98.9,98.84,98.78,98.72,98.66,98.6,98.52,98.44,98.36,98.28,98.2,98.0,97.8,97.6,97.4,97.2,96.96,96.72,96.48,96.24,96.0,95.24,94.48,93.72,92.96,92.2
United States,United States of America,34.2,33.16,32.12,31.08,30.04,29.0,28.12,27.24,26.36,25.48,24.6,23.96,23.32,22.68,22.04,21.4,20.86,20.32,19.78,19.24,18.7,18.26,17.82,17.38,16.94,16.5,16.12,15.74,15.36,14.98,14.6,14.34,14.08,13.82,13.56,13.3,13.12,12.94,12.76,12.58,12.4,12.24,12.08,11.92,11.76,11.6,11.56,11.52,11.48,11.44,11.4,10.98,10.56,10.14,9.72,9.3
Virgin Islands (U.S.),United States Virgin Islands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,8.6,12.9,17.2,21.5
Uruguay,Uruguay,95.1,94.48,93.86,93.24,92.62,92.0,91.18,90.36,89.54,88.72,87.9,87.08,86.26,85.44,84.62,83.8,83.14,82.48,81.82,81.16,80.5,79.86,79.22,78.58,77.94,77.3,76.54,75.78,75.02,74.26,73.5,72.88,72.26,71.64,71.02,70.4,70.06,69.72,69.38,69.04,68.7,68.34,67.98,67.62,67.26,66.9,66.72,66.54,66.36,66.18,66.0,64.2,62.4,60.6,58.8,57.0
Uzbekistan,Uzbekistan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.74,3.48,5.22,6.96,8.7
Vanuatu,Vanuatu,99.7,99.64,99.58,99.52,99.46,99.4,99.28,99.16,99.04,98.92,98.8,98.58,98.36,98.14,97.92,97.7,97.36,97.02,96.68,96.34,96.0,95.62,95.24,94.86,94.48,94.1,93.72,93.34,92.96,92.58,92.2,91.7,91.2,90.7,90.2,89.7,89.08,88.46,87.84,87.22,86.6,85.84,85.08,84.32,83.56,82.8,82.4,82.0,81.6,81.2,80.8,79.5,78.2,76.9,75.6,74.3
Venezuela,Venezuela (Bolivarian Republic of),93.3,92.36,91.42,90.48,89.54,88.6,87.42,86.24,85.06,83.88,82.7,81.38,80.06,78.74,77.42,76.1,74.72,73.34,71.96,70.58,69.2,67.78,66.36,64.94,63.52,62.1,60.84,59.58,58.32,57.06,55.8,54.72,53.64,52.56,51.48,50.4,49.48,48.56,47.64,46.72,45.8,44.94,44.08,43.22,42.36,41.5,40.74,39.98,39.22,38.46,37.7,36.48,35.26,34.04,32.82,31.6
Vietnam,Viet Nam,99.8,99.7,99.6,99.5,99.4,99.3,99.06,98.82,98.58,98.34,98.1,97.68,97.26,96.84,96.42,96.0,95.34,94.68,94.02,93.36,92.7,91.84,90.98,90.12,89.26,88.4,87.74,87.08,86.42,85.76,85.1,84.68,84.26,83.84,83.42,83.0,82.76,82.52,82.28,82.04,81.8,80.48,79.16,77.84,76.52,75.2,73.88,72.56,71.24,69.92,68.6,67.3,66.0,64.7,63.4,62.1
Western Sahara,Western Sahara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.34,34.68,52.02,69.36,86.7
World,World,85.8,85.36,84.92,84.48,84.04,83.6,82.86,82.12,81.38,80.64,79.9,79.58,79.26,78.94,78.62,78.3,77.68,77.06,76.44,75.82,75.2,74.92,74.64,74.36,74.08,73.8,73.5,73.2,72.9,72.6,72.3,71.54,70.78,70.02,69.26,68.5,67.6,66.7,65.8,64.9,64.0,62.96,61.92,60.88,59.84,58.8,57.7,56.6,55.5,54.4,53.3,52.26,51.22,50.18,49.14,48.1
Yemen,Yemen,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.98,99.96,99.94,99.92,99.9,99.8,99.7,99.6,99.5,99.4,99.06,98.72,98.38,98.04,97.7,95.5,93.3,91.1,88.9,86.7
Zambia,Zambia,99.4,99.18,98.96,98.74,98.52,98.3,97.96,97.62,97.28,96.94,96.6,96.06,95.52,94.98,94.44,93.9,93.42,92.94,92.46,91.98,91.5,91.14,90.78,90.42,90.06,89.7,89.42,89.14,88.86,88.58,88.3,88.0,87.7,87.4,87.1,86.8,86.52,86.24,85.96,85.68,85.4,85.04,84.68,84.32,83.96,83.6,82.94,82.28,81.62,80.96,80.3,79.06,77.82,76.58,75.34,74.1
Zimbabwe,Zimbabwe,93.4,93.02,92.64,92.26,91.88,91.5,91.2,90.9,90.6,90.3,90.0,89.8,89.6,89.4,89.2,89.0,88.5,88.0,87.5,87.0,86.5,85.68,84.86,84.04,83.22,82.4,81.64,80.88,80.12,79.36,78.6,77.7,76.8,75.9,75.0,74.1,72.86,71.62,70.38,69.14,67.9,67.14,66.38,65.62,64.86,64.1,64.06,64.02,63.98,63.94,63.9,60.78,57.66,54.54,51.42,48.3